,0
0,0.0021496602616709695
1,0.0020660143751121247
2,0.0003795395166797161
3,0.0015236495682350469
4,0.0014413854109771038
5,0.001508235867570473
6,0.0010815744811614391
7,0.001073928387620971
8,0.0010662415526477467
9,0.00147691764382405
10,0.0019996968816155493
11,0.0020752588891042863
12,0.0019846116098795456
13,0.0015220783043511158
14,0.0015144432539628125
15,0.0014285845732583359
16,0.001340219905414661
17,0.0013314571623969699
18,0.001322637290134626
19,0.0013137588242369783
20,0.001304820246803422
21,0.0012958199841892248
22,0.0013698086800410917
23,0.001361173809750828
24,0.0017940166308320954
25,0.0024492935816414233
26,0.002441730321832869
27,0.001866275321640904
28,0.0019531382827810266
29,0.0019455830692435938
30,-4.083420043698587e-15
31,-3.2667360349588702e-15
32,0.0018242360926050097
33,0.0020066492713179023
34,0.00011293252064907756
35,0.001426643442745044
36,0.0014181285068138275
37,0.0013223375089307444
38,0.0013130432160476462
39,0.0009492092098628098
40,0.0009400796123766868
41,0.0013740937452140056
42,0.0009957708489004686
43,0.0009866684439578555
44,0.0009025108359965725
45,0.0009681140029031632
46,0.0006835583794307108
47,0.0006140361485974588
48,0.0009393458544303439
49,0.0009294889874467029
50,0.0006481593911395503
51,0.00057781200262085
52,0.0005685144656554424
53,0.0006205038373802632
54,0.00061106142006137
55,0.0005400128288082671
56,0.0005303035098968434
57,0.000520487110836306
58,0.0005105621633461376
59,0.0004416671177507347
60,0.00043171142142380047
61,0.00042166718156825075
62,0.0003102869176593701
63,0.0004592678737038045
64,0.00044866949359964137
65,0.0004990376848738215
66,0.00042713131461847626
67,0.00047694727869039934
68,0.0007087706620606137
69,0.001051044548871442
70,0.0007630617755562906
71,0.0010196466313294197
72,0.0006518015212342156
73,0.0005569185531406651
74,0.0005418770034667212
75,0.0004522461715113078
76,0.0005110370439785879
77,0.0004952382035571381
78,0.00047918854315680775
79,0.00033321822681780426
80,0.0006068968739635808
81,-8.971795294870508e-05
82,0.001031677040317828
83,0.0010102795147455125
84,0.001096879515616392
85,0.0007005528026108671
86,0.0016334933607873067
87,0.0017153149614119686
88,0.0012217444569157152
89,0.0017576493408535997
90,0.0010753783378604827
91,-0.00022621642069135537
92,0.0011482638132430546
93,0.001129006500453747
94,0.001225230849723112
95,0.0008800501176293062
96,0.0007482152476299329
97,0.0007360802857646326
98,0.0011710745568853558
99,0.0007130530052298099
100,0.0007023163794237574
101,0.0006922112335182669
102,0.0008369580406583034
103,0.0008342972841687185
104,0.0008328299276154382
105,0.0008326843681464596
106,0.0006547478123874829
107,0.00043941001136961065
108,0.00042369268055354064
109,0.00030393209102949745
110,0.00029151462106148863
111,0.00027701866053807765
112,0.0002593108199346042
113,0.00023659728681272102
114,0.0007099159150627697
115,0.0007532195855469725
116,0.0008227255927920486
117,0.0009355271998833496
